id_dog_food,source,name_product,description,ingredients,breed_size,life_stage,food_form,flavour,category,calories,moisture,protein,fat,carbohydrate,crude_fibre,crude_ash,soluble_fibre,total_dietary_fiber,insoluble_fibre,starch,calcium,phospohorus,potassium,sodium,magnesium,iron,copper,zinc,chloride,sulphur,vitamin_a,vitamin_c,vitamin_d,vitamin_e,vitamin_k,vitamin_b1,vitamin_b2,vitamin_b3,vitamin_b5,vitamin_b6,vitamin_b7,vitamin_b9,vitamin_b12,dha,epa,epa_dha,omega_3,omega_6,linoleic_acid,alpha_linolenic_acid,essential_fatty_acids,taurine,l_arginine,l_lysine,glutamine_glutamate,dl_methionine_l_cystine,bcaa_total,hydroxyproline,beta_carotene,l_carnitine,glucosamine,chondroitin_sulfate
349,https://www.mycalibra.eu/calibra-dog-premium-line-senior-light-12-kg-new?list=category,Calibra Dog Premium Line Senior&Light 12 kg,"Complete & balanced dog food for senior dogs or overweight dogs. A complete dry food for older dogs or those needing to reduce weight. With its high digestibility, the single protein chicken recipe provides a balance of all the necessary nutrients for ensuring that the nutritional demands of healthy dogs are fully met. Animal source proteins make up 70% of the protein content. The recipe is wheat- and gluten-free.. Description. The primary functional additives are chondroprotectives to support joints, prebiotics (MOS + FOS + betaglucans) to support the intestinal microbiome, and kelp as a natural source of minerals and bioactive substances, antioxidants to support healthy teeth and gums. Chondroprotectives - glucosamine and chondroitin sulfate - nourish cartilage and slow the process of its degeneration . Prebiotics - mannan-oligosaccharides (MOS) and fructo-oligosaccharides (FOS) - support intestinal microflora and the proper functioning of the digestive tract, and strengthen the immune system. Betaglucans stimulate and strengthen the immune system. Kelp - a natural source of minerals and bioactive substances, antioxidants, which help reduce the formation of dental plaque and tartar , which in turn reduces mouth odors. Long-term use can help break up and reduce existing tartar, which can then be easily removed with a toothbrush. The recipe is free of: wheat, gluten, soy, artificial colors and preservatives, and genetically modified ingredients. Package: 3 kg, 12 kg. Feeding instructions. Feeding instructions: Serve the food dry or moistened. When feeding, make sure that your dog has access to flawless drinking water. The daily ratio depends on the age, performance and shape of the dog, as well as on the season of the year. Recommended daily amount is shown in a feeeding table. Distribute the daily ration without any other preparation, ideally in 2 or 3 meals.","chicken, corn, oat, apple, chicken_fat, brewers_yeast, chicken_liver, salmon_oil, carrot, pea, parsley, kelp",-,senior,dry food,,weight management,,9.0,22.0,9.0,60.0,,,,,,,1.4,1.0,0.0,0.2,0.0,60.0,12.0,65.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,https://www.mycalibra.eu/calibra-dog-premium-line-senior-light-beef?list=category,Calibra Dog Premium Line Senior&Light Beef 12kg,"Beef kibbles Senior&Light for older and overweight dogs. Calibra Dog Premium Senior & Light Beef is a beef formula designed for older dogs or those who need to lose weight. A monoprotein formula without wheat and wheat gluten, characterized by excellent nutritional value. It's a high-quality complete dry food that will provide the dog with a balanced ratio of all necessary nutrients, vitamins, minerals and trace elements in order to fully ensure all its nutritional requirements. Proteins of animal origin make up a total of 70%.. Description. Custom additives Chondroprotectants - glucosamine and chondroitin sulfate nourish the cartilage and help slow down the wear and tear process. Prebiotics - mannan-oligosaccharides (MOS) and fructo-oligosaccharides (FOS) support the intestinal microflora, the proper functioning of the digestive tract and help strengthen the immune system. Betaglucans stimulate and strengthen the immune system. Kelp - a natural source of minerals and bioactive substances, antioxidants that contribute to the reduction of dental plaque and stone formation, reduce oral odor. With long-term use, they help to break down and reduce existing tartar, which can be more easily removed with a brush. The recipe is free of: wheat and wheat gluten, soy, artifical colorings and added preservatives, genetically modified organisms Packaging: 12 kg, 3 kg. Feeding instructions. Feeding instructions: Serve the food dry or moistened. When feeding, make sure that your dog has access to flawless drinking water. The daily ratio depends on the age, performance and shape of the dog, as well as on the season of the year. Recommended daily amount is shown in a feeeding table. Distribute the daily ration without any other preparation, ideally in 2 or 3 meals.","beef, corn, oat, apple, chicken_fat, brewers_yeast, yeast, salmon_oil, carrot, pea, parsley, kelp",-,senior,dry food,,weight management,,9.0,24.0,10.0,57.0,,,,,,,1.2,0.9,0.0,0.2,0.0,60.0,12.0,65.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
351,https://www.mycalibra.eu/calibra-dog-premium-line-energy-12-kg-new?list=category,Calibra Dog Premium Line Energy Chicken  12 kg,"Complete & balanced dog food for adult active dogs and hunting dogs. A complete dry food for active adult dogs and hunting dogs . The single protein chicken recipe is highly digestible and provides a balance of all the necessary nutrients for ensuring that the nutritional demands of healthy dogs are fully met. Animal source proteins make up 90% of the protein content. The recipe is wheat- and gluten-free.. Description. The functional additives are prebiotics (MOS + FOS + betaglucans), which support the intestinal microbiome, chondroprotectives (glucosamine and chondroitin) for joint support, and Yucca schidigera, which has a positive effect on the digestive tract and helps reduce stool odor. Customized Additives Prebiotics - mannan-oligosaccharides (MOS) and fructo-oligosaccharides (FOS) - support intestinal microflora and the proper functioning of the digestive tract, and strengthen the immune system. Betaglucans stimulate and strengthen the immune system. Chondroprotectives - glucosamine and chondroitin sulfate - nourish cartilage and slow the process of its degeneration . Yucca schidigera has detoxification effects . It contains chlorophyll, trace elements, vitamins, saponins, and polyphenols. It has a positive effect on the digestive tract, reducing gassiness and stool odor. The recipe is free of: wheat, gluten, soy, artificial colors and preservatives, and genetically modified ingredients. Package: 3 kg, 12 kg. Feeding instructions. Feeding instructions: Serve the food dry or moistened. When feeding, make sure that your dog has access to flawless drinking water. The daily ratio depends on the age, performance and shape of the dog, as well as on the season of the year. Recommended daily amount is shown in a feeeding table. Distribute the daily ration without any other preparation, ideally in 2 or 3 meals.","chicken, corn, chicken_fat, oat, apple, brewers_yeast, chicken_liver, salmon_oil, carrot, pea, parsley, kelp",-,adult,dry food,,musculoskeletal and joint care,,9.0,29.0,20.0,42.0,,,,,,,1.7,1.3,0.0,0.25,0.0,60.0,12.0,65.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
352,https://www.mycalibra.eu/calibra-dog-premium-line-energy-beef?list=category,Calibra Dog Premium Line Energy Beef 12kg,"Beef kibbles Energy for adult active and hunting dogs. Calibra Dog Premium Energy Beef is a beef formula for active adult and hunting dogs. A high-quality complete dry food for all dogs. This monoprotein formula without wheat and wheat gluten is characterized by excellent nutritional value. It offers a balanced ratio of all the necessary nutrients , vitamins, minerals and trace elements to fully ensure all the nutritional requirements of a healthy, active dog. Proteins of animal origin make up a total of 90%.. Description. Custom additives Prebiotics - mannan-oligosaccharides (MOS) and fructo-oligosaccharides (FOS) support the intestinal microflora, the proper functioning of the digestive tract and help strengthen the immune system. Betaglucans stimulate and strengthen the immune system. Chondroprotectants - glucosamine and chondroitin sulfate nourish the cartilage and help slow down the wear and tear process. Yucca schidigera has detoxifying effects. Contains chlorophyll, trace elements, vitamins, saponins and polyphenols. It has a positive effect on the digestive tract, reduces flatulence and the smell of excrement. The recipe is free of: wheat and wheat gluten, soy, artifical colorings and added preservatives, genetically modified organisms Packaging: 12 kg, 3 kg. Feeding instructions. Feeding instructions: Serve the food dry or moistened. When feeding, make sure that your dog has access to flawless drinking water. The daily ratio depends on the age, performance and shape of the dog, as well as on the season of the year. Recommended daily amount is shown in a feeeding table. Distribute the daily ration without any other preparation, ideally in 2 or 3 meals.","beef, corn, chicken_fat, oat, apple, brewers_yeast, yeast, salmon_oil, carrot, pea, parsley, kelp",-,adult,dry food,,musculoskeletal and joint care,,9.0,30.0,20.0,41.0,,,,,,,1.5,1.2,0.0,0.25,0.0,60.0,12.0,65.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
353,https://www.mycalibra.eu/calibra-dog-premium-line-sensitive-12-kg-new?list=category,Calibra Dog Premium Line Sensitive Lamb 12 kg,"Complete & balanced dog food for adult sensitive dogs of all breeds. A complete dry food for adult dogs of all breeds; suitable for sensitive dogs. The single protein lamb recipe ensures a balance of all the necessary nutrients for ensuring that the nutritional demands of healthy dogs are fully met. Lamb is highly digestive and is suitable even for sensitive dogs. Animal source proteins make up 70% of the protein content. The recipe is wheat- and gluten-free.. Description. The primary functional additives are salmon oil (a source of Omega 3 fatty acids) for healthy skin, prebiotics (MOS+ FOS + betaglucans) to support the intestinal microbiome, and a selected mix of fruits and vegetables as a source of vitamins and antioxidants to strengthen immunity. Customized Additives Salmon oil - a source of unsaturated Omega-3 fatty acids (EPA, DHA) necessary for brain development and function - supports the physiological functions of the skin and coat and their quality. They also have anti-inflammatory effects. Prebiotics - mannan-oligosaccharides (MOS) and fructo-oligosaccharides (FOS) - support intestinal microflora and the proper functioning of the digestive tract, and strengthen the immune system. Betaglucans stimulate and strengthen the immune system. A mix of fruits and vegetables - excellent sources of vitamins and minerals with powerful antioxidant properties. Thanks to its fiber content, it has a positive effect on intestinal microflora and digestion, and strengthens immunity . The recipe is free of: wheat, gluten, soy, artificial colors and preservatives, and genetically modified ingredients. Package: 3 kg, 12 kg. Feeding instructions. Feeding instructions: Serve the food dry or moistened. When feeding, make sure that your dog has access to flawless drinking water. The daily ratio depends on the age, performance and shape of the dog, as well as on the season of the year. Recommended daily amount is shown in a feeeding table. Distribute the daily ration without any other preparation, ideally in 1 or 2 meals.","lamb, corn, rice, oat, chicken_fat, apple, brewers_yeast, chicken_liver, salmon_oil, carrot, pea, parsley, kelp",-,adult,dry food,,food sensitivity,,9.0,25.0,14.0,52.0,,,,,,,1.6,1.2,0.0,0.3,0.0,60.0,12.0,65.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
354,https://www.mycalibra.eu/calibra-dog-life-puppy-junior-chicken-rice-400g?list=category,Calibra Dog Life Puppy&Junior Chicken&rice 400g,"Calibra Life canned food for puppies with chicken and rice. Calibra Dog Life Puppy&Junior Chicken with Rice - This canned food recipe for dogs with chicken, chicken hearts, and rice is a complete food designed for puppies , and is also suitable for pregnant or nursing females. The single protein recipe is composed of a limited number of ingredients. The composition is gluten-free , with a low rice content, and the food is easily digestible. It contains only 100% defined ingredients of the highest quality.. Description. The recipe contains dried Schizochytrium limacinum seaweed , a source of DHA Omega-3 fatty acid, which contributes to normal brain function, and salmon oil as a source of Omega-3 unsaturated fatty acids (EPA, DHA), necessary for brain development and function, and to support the physiological functioning of the skin and coat and the quality thereof. It also has anti-inflammatory properties. The recipe in a nutshell: with rice chicken enriched with seaweed - a source of Omega-3 The recipe contains no wheat, gluten, maize, soy, or GMOs. Package: 400 g. Feeding instructions. Feeding instructions: Serve the can at room temperature. Serving size may vary according to your dog’s activity level and environment. Fresh water must always be available.. Life. LIFE is a product line specifically designed to accompany your dog throughout its entire life . Ever y life stage has its specific needs in terms of required nutrition, its composition, and overall energy value, and Calibra LIFE has used this as its inspiration. While it is wise to care for an animal’s gastrointestinal tract throughout its entire life, during their junior stage, this care focuses primarily on the proper development of the entire body and on the animal's immunity . For senior dogs, balanced energy intake in relation to energy output is important. The differences between breed sizes are reflected in, among other things, the various granule sizes. All of our Calibra Life complete foods are hypoallergenic and are based on a single protein. The animal source protein content in individual recipes is at least 80-90% of the total protein content. Carefully selected additives always complement each recipe’s intended effect. All foods are characterized by their high palatability and digestibility, a result of the high quality of the raw ingredients which we place great emphasis on here at Calibra.","chicken, chicken_hearts, rice, pea, salmon_oil, algae",-,puppy,wet food,,puppy care,,78.0,9.5,7.0,5.5,,,,,,,0.3,0.25,0.0,0.25,0.0,8.0,3.2,10.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,1.0,0.0,0.0,0.0,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
355,https://www.mycalibra.eu/calibra-dog-life-puppy-junior-lamb-rice-400g?list=category,Calibra Dog Life Puppy&Junior Lamb&rice 400g,"Calibra Life canned food for puppies with lamb and rice. Calibra Dog Life Puppy&Junior Lamb with Rice - This canned food recipe for dogs with lamb and rice is a complete food designed for puppies , and is also suitable for pregnant or nursing females. The recipe is based on a single protein and is formulated with a limited number of ingredients. The canned food formula is gluten-free , with a low rice content, which makes it easily digestible. It contains only 100% defined ingredients of the highest quality.. Description. The recipe contains dried Schizochytrium limacinum seaweed , a source of DHA Omega-3 fatty acid, which contributes to normal brain function, and salmon oil as a source of Omega-3 unsaturated fatty acids (EPA, DHA), necessary for brain development and function, and to support the physiological functioning of the skin and coat and the quality thereof. It also has anti-inflammatory properties. The recipe in a nutshell: with rice lamb enriched with seaweed – a source of Omega-3 The recipe contains no wheat, gluten, maize, soy, or GMOs. Package: 400 g. Feeding instructions. Feeding instructions: Serve the can at room temperature. Serving size may vary according to your dog’s activity level and environment. Fresh water must always be available.. Life. LIFE is a product line specifically designed to accompany your dog throughout its entire life . Ever y life stage has its specific needs in terms of required nutrition, its composition, and overall energy value, and Calibra LIFE has used this as its inspiration. While it is wise to care for an animal’s gastrointestinal tract throughout its entire life, during their junior stage, this care focuses primarily on the proper development of the entire body and on the animal's immunity . For senior dogs, balanced energy intake in relation to energy output is important. The differences between breed sizes are reflected in, among other things, the various granule sizes. All of our Calibra Life complete foods are hypoallergenic and are based on a single protein. The animal source protein content in individual recipes is at least 80-90% of the total protein content. Carefully selected additives always complement each recipe’s intended effect. All foods are characterized by their high palatability and digestibility, a result of the high quality of the raw ingredients which we place great emphasis on here at Calibra.","lamb, rice, pea, salmon_oil, algae",-,puppy,wet food,,puppy care,,78.0,9.5,7.5,5.0,,,,,,,0.3,0.25,0.0,0.25,0.0,8.0,3.2,10.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,1.0,0.0,0.0,0.0,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
356,https://www.mycalibra.eu/calibra-dog-life-adult-chicken-with-rice-400g?list=category,Calibra Dog Life Adult Chicken with rice 400g,"Calibra Life canned food with chicken and rice for adult dogs. Calibra Dog Life Adult Chicken with Rice - this canned food recipe for dogs with chicken, chicken hearts , and rice is a complete food designed for adult dogs. The recipe is based on a single protein and is formulated with a limited number of ingredients. The canned food formula is gluten-free, with a low rice content, which makes it easily digestible. It contains only 100% defined ingredients of the highest quality.. Description. The recipe contains salmon oil , a rich source of Omega-3 unsaturated fatty acids (EPA, DHA), necessary for brain development and function, and to support the physiological functions of the skin and coat and the quality thereof. It also has anti-inflammatory properties. The recipe in a nutshell: with rice chicken enriched with salmon oil The recipe contains no wheat, gluten, maize, soy, or GMOs. Package: 400 g. Feeding instructions. Feeding instructions: Serve the can at room temperature. Serving size may vary according to your dog’s activity level and environment. Fresh water must always be available.. Life. LIFE is a product line specifically designed to accompany your dog throughout its entire life . Ever y life stage has its specific needs in terms of required nutrition, its composition, and overall energy value, and Calibra LIFE has used this as its inspiration. While it is wise to care for an animal’s gastrointestinal tract throughout its entire life, during their junior stage, this care focuses primarily on the proper development of the entire body and on the animal's immunity . For senior dogs, balanced energy intake in relation to energy output is important. The differences between breed sizes are reflected in, among other things, the various granule sizes. All of our Calibra Life complete foods are hypoallergenic and are based on a single protein. The animal source protein content in individual recipes is at least 80-90% of the total protein content. Carefully selected additives always complement each recipe’s intended effect. All foods are characterized by their high palatability and digestibility, a result of the high quality of the raw ingredients which we place great emphasis on here at Calibra.","chicken, chicken_hearts, rice, pea, salmon_oil",-,adult,wet food,,adult care,,78.0,9.0,6.0,7.0,,,,,,,0.3,0.25,0.0,0.25,0.0,8.0,3.2,10.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
357,https://www.mycalibra.eu/calibra-dog-life-adult-duck-with-rice-400g?list=category,Calibra Dog Life Adult Duck with rice 400g,"Calibra Life canned food with duck and rice for adult dogs. Calibra Dog Life Adult Duck with Rice - This recipe, with duck and rice, is a complete wet food. It is designed for adult dogs. The hypoallergenic , single protein recipe is composed of a limited number of ingredients. The canned food is gluten-free , with only a low rice content, which has an effect on its excellent digestibility. It contains only 100% defined ingredients of the highest quality.. Description. Salmon oil in the recipe is a source of Omega-3 unsaturated fatty acids (EPA, DHA), necessary for brain development and function, and to support the physiological functions of the skin and coat and the quality thereof. Omega-3 also has anti-inflammatory properties. The recipe in a nutshell: with rice duck hypoallergenic The recipe contains no wheat, gluten, maize, soy, or GMOs. Package: 400 g. Feeding instructions. Feeding instructions: Serve the can at room temperature. Serving size may vary according to your dog’s activity level and environment. Fresh water must always be available.. Life. LIFE is a product line specifically designed to accompany your dog throughout its entire life . Ever y life stage has its specific needs in terms of required nutrition, its composition, and overall energy value, and Calibra LIFE has used this as its inspiration. While it is wise to care for an animal’s gastrointestinal tract throughout its entire life, during their junior stage, this care focuses primarily on the proper development of the entire body and on the animal's immunity . For senior dogs, balanced energy intake in relation to energy output is important. The differences between breed sizes are reflected in, among other things, the various granule sizes. All of our Calibra Life complete foods are hypoallergenic and are based on a single protein. The animal source protein content in individual recipes is at least 80-90% of the total protein content. Carefully selected additives always complement each recipe’s intended effect. All foods are characterized by their high palatability and digestibility, a result of the high quality of the raw ingredients which we place great emphasis on here at Calibra.","duck, rice, pea, salmon_oil",-,adult,wet food,,adult care,,78.0,9.5,6.5,6.0,,,,,,,0.3,0.25,0.0,0.25,0.0,8.0,3.2,10.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
358,https://www.mycalibra.eu/calibra-dog-life-adult-lamb-400g?list=category,Calibra Dog Life Adult Lamb 400g,"Calibra Life canned food with lamb for adult dogs. Calibra Dog Life Adult Lamb – This canned food recipe for dogs with lamb is a complete food designed for adult dogs. The hypoallergenic recipe is based on a single protein and is formulated with a limited number of ingredients. The canned food formula is gluten-free , with a low rice content, which makes it easily digestible. It contains only 100% defined ingredients of the highest quality.. Description. Enriched with salmon oil, a rich source of Omega-3 unsaturated fatty acids (EPA, DHA), necessary for brain development and function, and to support the physiological functions of the skin and coat and the quality thereof. It also has anti-inflammatory properties. The recipe in a nutshell: enriched with salmon oil lamb hypoallergenic The recipe contains no wheat, gluten, maize, soy, or GMOs. Package: 400 g. Feeding instructions. Feeding instructions: Serve the can at room temperature. Serving size may vary according to your dog’s activity level and environment. Fresh water must always be available.. Life. LIFE is a product line specifically designed to accompany your dog throughout its entire life . Ever y life stage has its specific needs in terms of required nutrition, its composition, and overall energy value, and Calibra LIFE has used this as its inspiration. While it is wise to care for an animal’s gastrointestinal tract throughout its entire life, during their junior stage, this care focuses primarily on the proper development of the entire body and on the animal's immunity . For senior dogs, balanced energy intake in relation to energy output is important. The differences between breed sizes are reflected in, among other things, the various granule sizes. All of our Calibra Life complete foods are hypoallergenic and are based on a single protein. The animal source protein content in individual recipes is at least 80-90% of the total protein content. Carefully selected additives always complement each recipe’s intended effect. All foods are characterized by their high palatability and digestibility, a result of the high quality of the raw ingredients which we place great emphasis on here at Calibra.","lamb, rice, pea, salmon_oil",-,adult,wet food,,adult care,,78.0,9.0,6.0,7.0,,,,,,,0.3,0.25,0.0,0.25,0.0,8.0,3.2,10.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
359,https://www.mycalibra.eu/calibra-dog-life-adult-beef-with-carrots-400g?list=category,Calibra Dog Life  Adult Beef with carrots 400g,"Calibra Life canned food with beef and carrots for adult dogs. Calibra Dog Life Adult Beef with Carrots – This canned food recipe for dogs with beef and carrots is a complete food designed for adult dogs. The recipe is based on a single type of protein. The composition of the canned food comprises a limited number of ingredients. It is grain-free and gluten-free, which makes it easily digestible. It contains only 100% defined ingredients of the highest quality.. Description. The recipe contains carrots , an excellent source of vitamins, minerals, fiber, and has a positive effect on digestion and the immune system. They also have strong antioxidant properties. Salmon oil is a source of Omega-3 unsaturated fatty acids (EPA, DHA), necessary for brain development and function, and to support the physiological functions of the skin and coat and the quality thereof. It also has anti-inflammatory properties. The recipe in a nutshell: with carrots beef enriched with salmon oil The recipe contains no grains, gluten, maize, soy, or GMOs. Package: 400 g. Feeding instructions. Feeding instructions: Serve the can at room temperature. Serving size may vary according to your dog’s activity level and environment. Fresh water must always be available Feeding instructions: Serve the can at room temperature. Serving size may vary according to your dog’s activity level and environment. Fresh water must always be available.. Life. LIFE is a product line specifically designed to accompany your dog throughout its entire life . Ever y life stage has its specific needs in terms of required nutrition, its composition, and overall energy value, and Calibra LIFE has used this as its inspiration. While it is wise to care for an animal’s gastrointestinal tract throughout its entire life, during their junior stage, this care focuses primarily on the proper development of the entire body and on the animal's immunity . For senior dogs, balanced energy intake in relation to energy output is important. The differences between breed sizes are reflected in, among other things, the various granule sizes. All of our Calibra Life complete foods are hypoallergenic and are based on a single protein. The animal source protein content in individual recipes is at least 80-90% of the total protein content. Carefully selected additives always complement each recipe’s intended effect. All foods are characterized by their high palatability and digestibility, a result of the high quality of the raw ingredients which we place great emphasis on here at Calibra.","beef, carrot, pea, salmon_oil",-,adult,wet food,,adult care,,78.0,9.5,7.5,5.0,,,,,,,0.3,0.25,0.0,0.25,0.0,8.0,3.2,10.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360,https://www.mycalibra.eu/calibra-dog-life-adult-wild-boar-with-cran-400g?list=category,Calibra Dog Life Adult Wild boar with cran. 400g,"Calibra Life canned food with wild boar and cranberries for adult dogs. Calibra Dog Life Adult Wild Boar with Cranberries - This canned food recipe for dogs with wild boar and cranberries is a complete food designed for adult dogs. The recipe with a single type of protein is formulated with a limited number of ingredients. It contains no grains or gluten , which has an effect on the food’s excellent digestibility. It contains only 100% defined ingredients.. Description. The recipe contains cranberries , known for their high antioxidant and polyphenol content. They are an excellent source of Vitamin C, and have proven beneficial effects on the urinary tract. Salmon oil is a source of Omega-3 unsaturated fatty acids (EPA, DHA), necessary for brain development and function, and to support  the physiological functions of the skin and coat and the quality thereof. Omega-3 also has anti-inflammatory properties. The recipe in a nutshell: with cranberries wild boar enriched with salmon oil The recipe contains no grains, gluten, maize, soy, or GMOs. Package: 400 g. Feeding instructions. Feeding instructions: Serve the can at room temperature. Serving size may vary according to your dog’s activity level and environment. Fresh water must always be available.. Life. LIFE is a product line specifically designed to accompany your dog throughout its entire life . Ever y life stage has its specific needs in terms of required nutrition, its composition, and overall energy value, and Calibra LIFE has used this as its inspiration. While it is wise to care for an animal’s gastrointestinal tract throughout its entire life, during their junior stage, this care focuses primarily on the proper development of the entire body and on the animal's immunity . For senior dogs, balanced energy intake in relation to energy output is important. The differences between breed sizes are reflected in, among other things, the various granule sizes. All of our Calibra Life complete foods are hypoallergenic and are based on a single protein. The animal source protein content in individual recipes is at least 80-90% of the total protein content. Carefully selected additives always complement each recipe’s intended effect. All foods are characterized by their high palatability and digestibility, a result of the high quality of the raw ingredients which we place great emphasis on here at Calibra.","pork, cranberry, pea, salmon_oil",-,adult,wet food,,adult care,,78.0,9.5,8.0,4.5,,,,,,,0.3,0.25,0.0,0.25,0.0,8.0,3.2,10.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
361,https://www.mycalibra.eu/calibra-dog-life-adult-turkey-with-apples-400g?list=category,Calibra Dog Life Adult Turkey with apples 400g,"Calibra Life canned food with turkey and apple for adult dogs. Calibra Dog Life Adult Turkey with Apple – This hypoallergenic canned food, with turkey and apple, is a complete food designed for adult dogs . The hypoallergenic recipe is based on a single type of protein and is formulated with a limited number of ingredients. The grain- and gluten-free canned food is easily digestible. It contains only 100% defined ingredients of the highest quality.. Description. The recipe contains apples , which are an excellent source of vitamins, minerals, and fiber, and also have strong antioxidant properties. They are also high in fiber, which has a beneficial effect on digestion and the immune system. Salmon oil in the recipe is a source of Omega-3 unsaturated fatty acids (EPA, DHA), necessary for brain development and function, and to support  the physiological functions of the skin and coat and the quality thereof. Omega-3 also has anti-inflammatory properties. The recipe in a nutshell: with apples turkey hypoallergenic The recipe contains no grains, gluten, maize, soy, or GMOs. Package: 400 g. Feeding instructions. Feeding instructions: Serve the can at room temperature. Serving size may vary according to your dog’s activity level and environment. Fresh water must always be available.. Life. LIFE is a product line specifically designed to accompany your dog throughout its entire life . Ever y life stage has its specific needs in terms of required nutrition, its composition, and overall energy value, and Calibra LIFE has used this as its inspiration. While it is wise to care for an animal’s gastrointestinal tract throughout its entire life, during their junior stage, this care focuses primarily on the proper development of the entire body and on the animal's immunity . For senior dogs, balanced energy intake in relation to energy output is important. The differences between breed sizes are reflected in, among other things, the various granule sizes. All of our Calibra Life complete foods are hypoallergenic and are based on a single protein. The animal source protein content in individual recipes is at least 80-90% of the total protein content. Carefully selected additives always complement each recipe’s intended effect. All foods are characterized by their high palatability and digestibility, a result of the high quality of the raw ingredients which we place great emphasis on here at Calibra.","turkey, apple, pea, salmon_oil",-,adult,wet food,,adult care,,78.0,9.0,7.0,6.0,,,,,,,0.3,0.25,0.0,0.25,0.0,8.0,3.2,10.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
